         601965921 function calls (599366529 primitive calls) in 540.396 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 generic.py:294(_data)
        5    0.000    0.000    0.000    0.000 styleable.py:19(__init__)
        2    0.000    0.000    0.000    0.000 construction.py:682(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 multiarray.py:593(min_scalar_type)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        6    0.000    0.000    0.000    0.000 common.py:201(<genexpr>)
        1    0.000    0.000    0.000    0.000 formatting.py:1106(XFBorder)
        2    0.000    0.000    0.000    0.000 indexing.py:2241(is_nested_tuple)
        1    0.000    0.000    0.000    0.000 named_styles.py:163(NamedStyleList)
        1    0.000    0.000    0.000    0.000 _reader.py:333(WorksheetReader)
        1    0.000    0.000    0.000    0.000 xdr.py:10(XDRPoint2D)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1281(XMLPullParser)
        1    0.000    0.000    0.000    0.000 compdoc.py:74(CompDoc)
        1    0.000    0.000    0.000    0.000 sequence.py:88(MultiSequence)
        1    0.000    0.000    0.000    0.000 defined_name.py:144(is_reserved)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        4    0.000    0.000    0.000    0.000 numeric.py:71(_zeros_like_dispatcher)
        4    0.000    0.000    0.000    0.000 arraysetops.py:755(_setdiff1d_dispatcher)
        1    0.000    0.000    0.000    0.000 workbook.py:146(active)
        1    0.000    0.000    0.000    0.000 Image.py:473(_E)
        1    0.000    0.000    0.000    0.000 formatting.py:335(Format)
        1    0.000    0.000    0.000    0.000 common.py:41(EntitiesForbidden)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 named_styles.py:171(names)
        1    0.000    0.000    0.000    0.000 title.py:68(TitleDescriptor)
        1    0.000    0.000    0.000    0.000 ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.000    0.000 compdoc.py:32(DirNode)
        1    0.000    0.000    0.000    0.000 base.py:201(Default)
        1    0.000    0.000    0.000    0.000 formatting.py:1246(XF)
        1    0.000    0.000    0.000    0.000 merge.py:2047(_should_fill)
        1    0.000    0.000    0.000    0.000 colors.py:420(ColorChoiceDescriptor)
        1    0.000    0.000    0.000    0.000 workbook.py:293(<listcomp>)
        1    0.000    0.000    0.000    0.000 fills.py:51(Fill)
        1    0.000    0.000    0.000    0.000 sheet.py:2163(Hyperlink)
        1    0.000    0.000    0.000    0.000 formula.py:534(Operand)
        1    0.000    0.000    0.000    0.000 formatting.py:61(__init__)
        1    0.000    0.000    0.000    0.000 merge.py:55(MergedCellRange)
        1    0.000    0.000    0.000    0.000 __init__.py:1220(__init__)
        1    0.000    0.000    0.000    0.000 dimensions.py:185(DimensionHolder)
        1    0.000    0.000    0.000    0.000 core.py:27(NestedDateTime)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1116(_ListDataStream)
        1    0.000    0.000    0.000    0.000 xdr.py:17(XDRPositiveSize2D)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 workbook.py:303(sheetnames)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 copier.py:9(WorksheetCopy)
        1    0.000    0.000    0.000    0.000 base.py:71(Max)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 parsers.py:2863(_check_for_bom)
        1    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
        1    0.000    0.000    0.000    0.000 read_only.py:119(EmptyCell)
        1    0.000    0.000    0.000    0.000 colors.py:49(RGB)
        6    0.000    0.000    0.000    0.000 managers.py:710(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 config.py:598(_translate_key)
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 child.py:15(avoid_duplicate_name)
        1    0.000    0.000    0.000    0.000 nested.py:23(Nested)
        1    0.000    0.000    0.000    0.000 __init__.py:767(__init__)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 data_source.py:35(NumberValueDescriptor)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        1    0.000    0.000    0.000    0.000 sheet.py:2256(Cell)
        1    0.000    0.000    0.000    0.000 sheet.py:2402(Rowinfo)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 shape_writer.py:20(ShapeWriter)
        1    0.000    0.000    0.000    0.000 config.py:539(_select_options)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 rule.py:21(ValueDescriptor)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 zipfile.py:1396(<listcomp>)
        2    0.000    0.000    0.000    0.000 construction.py:638(<genexpr>)
        1    0.000    0.000    0.000    0.000 biffh.py:22(BaseObject)
        1    0.000    0.000    0.000    0.000 datetime.py:105(GMT)
        1    0.000    0.000    0.000    0.000 styleable.py:38(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 base.py:216(Alias)
        1    0.000    0.000    0.000    0.000 styleable.py:17(StyleDescriptor)
        1    0.000    0.000    0.000    0.000 sheet.py:2340(Colinfo)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        2    0.000    0.000    0.000    0.000 child.py:65(title)
        1    0.000    0.000    0.000    0.000 descriptors.py:32(NumberFormatDescriptor)
        4    0.000    0.000    0.000    0.000 arraysetops.py:494(_in1d_dispatcher)
        1    0.000    0.000    0.000    0.000 table.py:367(TableList)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 defined_name.py:212(__len__)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 _constants.py:3(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:31(TextPoint)
        1    0.000    0.000    0.000    0.000 relationship.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 excel.py:45(Percentage)
        1    0.000    0.000    0.000    0.000 sheet.py:2324(__init__)
        1    0.000    0.000    0.000    0.000 formatting.py:154(EqNeAttrs)
        1    0.000    0.000    0.000    0.000 base.py:116(Set)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 common.py:93(_generate_etree_functions)
        1    0.000    0.000    0.000    0.000 generic.py:1555(<listcomp>)
        1    0.000    0.000    0.000    0.000 common.py:75(NotSupportedError)
        1    0.000    0.000    0.000    0.000 base.py:132(NoneSet)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 sequence.py:109(MultiSequencePart)
        1    0.000    0.000    0.000    0.000 base.py:258(DateTime)
        1    0.000    0.000    0.000    0.000 base.py:61(Convertible)
        2    0.000    0.000    0.000    0.000 {method 'is_integer' of 'float' objects}
        1    0.000    0.000    0.000    0.000 base.py:233(MatchPattern)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 formatting.py:1193(XFAlignment)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 colors.py:127(ColorDescriptor)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 formatting.py:1173(XFBackground)
        1    0.000    0.000    0.000    0.000 frame.py:8883(_get_agg_axis)
        3    0.000    0.000    0.000    0.000 stride_tricks.py:344(<genexpr>)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 styleable.py:65(NamedStyleDescriptor)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 excel.py:94(CellRange)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:276(__iter__)
        1    0.000    0.000    0.000    0.000 formula.py:626(Ref3D)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 numbers.py:150(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 base.py:16(Descriptor)
        2    0.000    0.000    0.000    0.000 numeric.py:2182(_allclose_dispatcher)
        1    0.000    0.000    0.000    0.000 inference.py:295(is_named_tuple)
        1    0.000    0.000    0.000    0.000 Image.py:2549(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 table.py:184(TableNameDescriptor)
        1    0.000    0.000    0.000    0.000 core.py:41(QualifiedDateTime)
        1    0.000    0.000    0.000    0.000 Image.py:76(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 named_styles.py:91(xfId)
        2    0.000    0.000    0.000    0.000 styleable.py:101(__init__)
        1    0.000    0.000    0.000    0.000 fills.py:162(StopList)
        1    0.000    0.000    0.000    0.000 biffh.py:16(XLRDError)
        1    0.000    0.000    0.000    0.000 compdoc.py:29(CompDocError)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:22(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(NamedRangeException)
        1    0.000    0.000    0.000    0.000 workbook.py:182(active)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cell_style.py:21(ArrayDescriptor)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        2    0.000    0.000    0.000    0.000 generic.py:1445(<genexpr>)
        1    0.000    0.000    0.000    0.000 nested.py:116(EmptyTag)
        1    0.000    0.000    0.000    0.000 expressions.py:39(set_use_numexpr)
        2    0.000    0.000    0.000    0.000 parse.py:416(_checknetloc)
        1    0.000    0.000    0.000    0.000 xldate.py:39(XLDateNegative)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 utf_16_le.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 colors.py:71(Transform)
        1    0.000    0.000    0.000    0.000 base.py:182(Tuple)
        1    0.000    0.000    0.000    0.000 protection.py:4(<module>)
        1    0.000    0.000    0.000    0.000 styleable.py:99(StyleArrayDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:7(MetaStrict)
        1    0.000    0.000    0.000    0.000 reference.py:20(DummyWorksheet)
        1    0.000    0.000    0.000    0.000 base.py:156(Bool)
        1    0.000    0.000    0.000    0.000 effect.py:83(ColorReplaceEffect)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:362(_broadcast_to_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 workbook.py:126(write_only)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 base.py:167(String)
        2    0.000    0.000    0.000    0.000 cast.py:206(trans)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(CellCoordinatesException)
        1    0.000    0.000    0.000    0.000 exceptions.py:24(InvalidFileException)
        1    0.000    0.000    0.000    0.000 extended.py:22(DigSigBlob)
        1    0.000    0.000    0.000    0.000 theme.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:177(ASCII)
        2    0.000    0.000    0.000    0.000 multiarray.py:644(result_type)
        1    0.000    0.000    0.000    0.000 excel.py:78(Relation)
        1    0.000    0.000    0.000    0.000 descriptors.py:18(NestedGapAmount)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(IllegalCharacterError)
        1    0.000    0.000    0.000    0.000 geometry.py:444(AdjustHandleList)
        2    0.000    0.000    0.000    0.000 numeric.py:2260(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 workbook.py:122(data_only)
        1    0.000    0.000    0.000    0.000 formula.py:530(FormulaError)
        1    0.000    0.000    0.000    0.000 reader.py:3(<module>)
        1    0.000    0.000    0.000    0.000 extended.py:27(VectorLpstr)
        1    0.000    0.000    0.000    0.000 effect.py:64(GrayscaleEffect)
        1    0.000    0.000    0.000    0.000 sheet.py:2124(MSTxo)
        1    0.000    0.000    0.000    0.000 xldate.py:35(XLDateError)
        1    0.000    0.000    0.000    0.000 base.py:146(Integer)
        1    0.000    0.000    0.000    0.000 tokenizer.py:12(TokenizerError)
        1    0.000    0.000    0.000    0.000 effect.py:79(DuotoneEffect)
        1    0.000    0.000    0.000    0.000 translate.py:18(TranslatorError)
        1    0.000    0.000    0.000    0.000 base.py:111(MinMax)
        1    0.000    0.000    0.000    0.000 namespace.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 Image.py:80(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 excel.py:21(HexBinary)
        1    0.000    0.000    0.000    0.000 formatting.py:1227(XFProtection)
