         601965921 function calls (599366529 primitive calls) in 540.396 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      191    0.000    0.000    0.000    0.000 inference.py:289(<genexpr>)
        1    0.000    0.000    0.000    0.000 xdr.py:3(<module>)
       25    0.000    0.000    0.000    0.000 common.py:1223(is_numeric_dtype)
        8    0.000    0.000    0.000    0.000 common.py:241(index_labels_to_array)
    45/37    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 updown_bars.py:3(<module>)
        1    0.000    0.000    0.000    0.000 protection.py:1(<module>)
       17    0.000    0.000    0.000    0.000 version.py:333(_cmp)
       15    0.000    0.000    0.000    0.000 _methods.py:41(_amin)
       12    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        1    0.000    0.000    0.000    0.000 smart_tags.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
       23    0.000    0.000    0.000    0.000 concat.py:525(_combine_concat_plans)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
      226    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 cache.py:276(PCDSDTCEntries)
        1    0.000    0.000    0.000    0.000 hyperlink.py:1(<module>)
       17    0.000    0.000    0.000    0.000 _base.py:947(__del__)
       28    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       15    0.000    0.000    0.000    0.000 dtypes.py:174(_from_categorical_dtype)
       34    0.000    0.000    0.000    0.000 generic.py:249(_validate_dtype)
       53    0.000    0.000    0.000    0.000 numbers.py:152(__set__)
        2    0.000    0.000    0.000    0.000 page.py:39(__init__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(zeros_like)
        1    0.000    0.000    0.000    0.000 radar_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cp437.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequence.py:67(NestedSequence)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 record.py:3(<module>)
        3    0.000    0.000    0.000    0.000 cast.py:726(infer_dtype_from_array)
       32    0.000    0.000    0.000    0.000 _xlrd.py:24(_workbook_class)
        1    0.000    0.000    0.000    0.000 layout.py:18(ManualLayout)
        1    0.000    0.000    0.000    0.000 formula.py:7(<module>)
      557    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 multi.py:1116(view)
        1    0.000    0.000    0.000    0.000 views.py:20(BookView)
        1    0.000    0.000    0.000    0.000 shapes.py:23(GraphicalProperties)
       17    0.000    0.000    0.000    0.000 common.py:474(get_rename_function)
        8    0.000    0.000    0.000    0.000 ops.py:111(shape)
       17    0.000    0.000    0.000    0.000 parsers.py:1961(_do_date_conversions)
       14    0.000    0.000    0.000    0.000 generic.py:1477(_check_label_or_level_ambiguity)
        1    0.000    0.000    0.000    0.000 datavalidation.py:74(DataValidation)
        1    0.000    0.000    0.000    0.000 colors.py:233(SchemeColor)
      650    0.000    0.000    0.000    0.000 numerictypes.py:652(<listcomp>)
      256    0.000    0.000    0.000    0.000 formula.py:2159(quotedsheetname)
        1    0.000    0.000    0.000    0.000 text.py:325(ParagraphProperties)
        1    0.000    0.000    0.000    0.000 text.py:625(RichTextProperties)
       12    0.000    0.000    0.000    0.000 groupby.py:2672(_reindex_output)
      208    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       12    0.000    0.000    0.000    0.000 cast.py:300(maybe_cast_result_dtype)
        2    0.000    0.000    0.000    0.000 missing.py:487(_infer_fill_value)
       43    0.000    0.000    0.000    0.000 common.py:1509(is_complex_dtype)
       21    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 scatter_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 line.py:83(LineProperties)
        1    0.000    0.000    0.000    0.000 stock_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 table.py:196(Table)
        2    0.000    0.000    0.000    0.000 _read_only.py:53(_get_source)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:844(sort)
       15    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       17    0.000    0.000    0.000    0.000 _util.py:124(_maybe_convert_usecols)
       17    0.000    0.000    0.000    0.000 parsers.py:2847(<listcomp>)
        1    0.000    0.000    0.000    0.000 frame.py:8545(<listcomp>)
        2    0.000    0.000    0.000    0.000 indexing.py:2215(convert_from_missing_indexer_tuple)
      512    0.000    0.000    0.000    0.000 formula.py:2100(colname)
        1    0.000    0.000    0.000    0.000 excel.py:176(read_theme)
        1    0.000    0.000    0.000    0.000 extended.py:37(ExtendedProperties)
        1    0.000    0.000    0.000    0.000 core.py:52(DocumentProperties)
      106    0.000    0.000    0.000    0.000 managers.py:326(<genexpr>)
        1    0.000    0.000    0.000    0.000 alignment.py:16(Alignment)
        1    0.000    0.000    0.000    0.000 fill.py:111(GradientStop)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        2    0.000    0.000    0.000    0.000 page.py:167(__init__)
       53    0.000    0.000    0.000    0.000 concat.py:148(<genexpr>)
        1    0.000    0.000    0.000    0.000 function_group.py:3(<module>)
        2    0.000    0.000    0.000    0.000 strings.py:3(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:372(ColorMapping)
        1    0.000    0.000    0.000    0.000 reference.py:3(<module>)
        1    0.000    0.000    0.000    0.000 book.py:270(Book)
        1    0.000    0.000    0.000    0.000 data_source.py:22(NumFmt)
        2    0.000    0.000    0.000    0.000 views.py:143(__init__)
        6    0.000    0.000    0.000    0.000 indexing.py:2223(<genexpr>)
       17    0.000    0.000    0.000    0.000 _base.py:937(close)
        1    0.000    0.000    0.000    0.000 read_only.py:3(<module>)
       15    0.000    0.000    0.000    0.000 multi.py:3506(_convert_can_do_setop)
       16    0.000    0.000    0.000    0.000 _xlrd.py:43(get_sheet_by_name)
        3    0.000    0.000    0.000    0.000 ElementTree.py:69(__init__)
      417    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 surface_chart.py:24(BandFormat)
        1    0.000    0.000    0.000    0.000 merge.py:2017(_get_join_keys)
        1    0.000    0.000    0.000    0.000 axis.py:76(_BaseAxis)
      784    0.000    0.000    0.000    0.000 formatting.py:633(handle_style)
        1    0.000    0.000    0.000    0.000 graphic.py:122(GraphicObject)
        2    0.000    0.000    0.000    0.000 base.py:5653(default_index)
       10    0.000    0.000    0.000    0.000 zipfile.py:697(_get_decompressor)
        1    0.000    0.000    0.000    0.000 fonts.py:32(Font)
        4    0.000    0.000    0.000    0.000 indexing.py:2220(get_indexer)
       40    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 xldate.py:6(<module>)
       17    0.000    0.000    0.000    0.000 parsers.py:369(_validate_integer)
        9    0.000    0.000    0.000    0.000 frame.py:2861(_iter_column_arrays)
        1    0.000    0.000    0.000    0.000 merge.py:775(_maybe_add_join_keys)
        4    0.000    0.000    0.000    0.000 numeric.py:75(zeros_like)
       17    0.000    0.000    0.000    0.000 base.py:4836(<listcomp>)
        1    0.000    0.000    0.000    0.000 views.py:72(CustomWorkbookView)
       16    0.000    0.000    0.000    0.000 compdoc.py:285(_get_stream)
        1    0.000    0.000    0.000    0.000 title.py:25(Title)
       16    0.000    0.000    0.000    0.000 serialisable.py:184(__ne__)
        1    0.000    0.000    0.000    0.000 base.py:2217(unique)
      171    0.000    0.000    0.000    0.000 base.py:223(__init__)
        1    0.000    0.000    0.000    0.000 geometry.py:496(PresetGeometry2D)
       15    0.000    0.000    0.000    0.000 categorical.py:2631(recode_for_categories)
        1    0.000    0.000    0.000    0.000 stylesheet.py:105(_merge_named_styles)
       18    0.000    0.000    0.000    0.000 typing.py:825(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 line.py:73(DashStopList)
        1    0.000    0.000    0.000    0.000 cache.py:975(CacheDefinition)
        1    0.000    0.000    0.000    0.000 label.py:101(DataLabelList)
       30    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 properties.py:16(WorkbookProperties)
       16    0.000    0.000    0.000    0.000 book.py:837(handle_codepage)
   112/16    0.000    0.000    0.000    0.000 compdoc.py:64(_build_family_tree)
       34    0.000    0.000    0.000    0.000 ops.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 pie_chart.py:128(ProjectedPieChart)
        1    0.000    0.000    0.000    0.000 descriptors.py:5(<module>)
      256    0.000    0.000    0.000    0.000 book.py:482(sheet_names)
       17    0.000    0.000    0.000    0.000 load.py:17(excel_engine)
       11    0.000    0.000    0.000    0.000 cell_style.py:126(to_array)
        2    0.000    0.000    0.000    0.000 views.py:41(__init__)
      168    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 colors.py:337(ColorChoice)
       40    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      102    0.000    0.000    0.000    0.000 parsers.py:1263(<genexpr>)
        8    0.000    0.000    0.000    0.000 frame.py:2854(_get_column_array)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1407(<genexpr>)
       20    0.000    0.000    0.000    0.000 generic.py:3584(_set_is_copy)
       17    0.000    0.000    0.000    0.000 generic.py:1667(__hash__)
        1    0.000    0.000    0.000    0.000 series.py:67(Series)
        1    0.000    0.000    0.000    0.000 fill.py:217(SolidColorFillProperties)
        2    0.000    0.000    0.000    0.000 generic.py:494(size)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.add}
       80    0.000    0.000    0.000    0.000 enum.py:580(__new__)
        1    0.000    0.000    0.000    0.000 merge.py:917(_create_join_index)
       20    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       68    0.000    0.000    0.000    0.000 parse.py:111(_coerce_args)
        7    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       16    0.000    0.000    0.000    0.000 load.py:109(<listcomp>)
      464    0.000    0.000    0.000    0.000 formatting.py:262(handle_font)
        1    0.000    0.000    0.000    0.000 compdoc.py:7(<module>)
       17    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        3    0.000    0.000    0.000    0.000 ElementTree.py:1525(__init__)
       81    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       17    0.000    0.000    0.000    0.000 parsers.py:3253(<listcomp>)
       19    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 cache.py:518(CacheHierarchy)
        1    0.000    0.000    0.000    0.000 page.py:116(from_tree)
        1    0.000    0.000    0.000    0.000 comment_sheet.py:27(Properties)
        8    0.000    0.000    0.000    0.000 generic.py:4492(_needs_reindex_multi)
        1    0.000    0.000    0.000    0.000 protection.py:24(WorkbookProtection)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:892(_find_spec_legacy)
       17    0.000    0.000    0.000    0.000 common.py:274(maybe_iterable_to_list)
        1    0.000    0.000    0.000    0.000 label.py:21(_DataLabelBase)
        1    0.000    0.000    0.000    0.000 plotarea.py:41(DataTable)
        1    0.000    0.000    0.000    0.000 geometry.py:317(Shape3D)
       19    0.000    0.000    0.000    0.000 common.py:190(all_none)
        1    0.000    0.000    0.000    0.000 custom.py:20(CustomChartsheetView)
        1    0.000    0.000    0.000    0.000 views.py:54(SheetView)
        8    0.000    0.000    0.000    0.000 managers.py:1008(iget_values)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:2092(swaplevel)
       10    0.000    0.000    0.000    0.000 zipfile.py:1031(close)
      102    0.000    0.000    0.000    0.000 cell.py:115(column_index_from_string)
       16    0.000    0.000    0.000    0.000 book.py:460(sheet_by_name)
      213    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 fill.py:72(RelativeRect)
        1    0.000    0.000    0.000    0.000 relation.py:19(DrawingHF)
        1    0.000    0.000    0.000    0.000 table.py:109(TableColumn)
       12    0.000    0.000    0.000    0.000 cast.py:1494(<genexpr>)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
       10    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       58    0.000    0.000    0.000    0.000 serialisable.py:160(__iter__)
        1    0.000    0.000    0.000    0.000 manifest.py:97(__init__)
       25    0.000    0.000    0.000    0.000 generic.py:362(<dictcomp>)
       33    0.000    0.000    0.000    0.000 parsers.py:2621(_clean_mapping)
        1    0.000    0.000    0.000    0.000 serialisable.py:3(<module>)
       17    0.000    0.000    0.000    0.000 parsers.py:991(_check_file_or_buffer)
       26    0.000    0.000    0.000    0.000 grouper.py:549(ngroups)
        1    0.000    0.000    0.000    0.000 chartsheet.py:30(Chartsheet)
        1    0.000    0.000    0.000    0.000 defined_name.py:65(DefinedName)
      204    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 array_ops.py:297(logical_op)
       20    0.000    0.000    0.000    0.000 base.py:669(size)
        1    0.000    0.000    0.000    0.000 cell_range.py:17(CellRange)
       88    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 multi.py:1451(is_monotonic_increasing)
        1    0.000    0.000    0.000    0.000 table.py:385(PivotArea)
       40    0.000    0.000    0.000    0.000 types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 defined_name.py:88(__init__)
        1    0.000    0.000    0.000    0.000 chartspace.py:136(ChartSpace)
        2    0.000    0.000    0.000    0.000 properties.py:100(__init__)
       13    0.000    0.000    0.000    0.000 grouper.py:834(_convert_grouper)
        6    0.000    0.000    0.000    0.000 base.py:262(__set__)
        1    0.000    0.000    0.000    0.000 fills.py:68(PatternFill)
        1    0.000    0.000    0.000    0.000 error_bar.py:23(ErrorBars)
        1    0.000    0.000    0.000    0.000 codecs.py:1015(getwriter)
        1    0.000    0.000    0.000    0.000 geometry.py:156(Camera)
        1    0.000    0.000    0.000    0.000 named_styles.py:263(names)
        1    0.000    0.000    0.000    0.000 _chart.py:39(ChartBase)
        1    0.000    0.000    0.000    0.000 cell_style.py:68(CellStyle)
        1    0.000    0.000    0.000    0.000 chartspace.py:42(ChartContainer)
        1    0.000    0.000    0.000    0.000 fields.py:58(Missing)
      292    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       20    0.000    0.000    0.000    0.000 base.py:2838(_assert_can_do_setop)
        1    0.000    0.000    0.000    0.000 related.py:3(<module>)
        1    0.000    0.000    0.000    0.000 geometry.py:72(Transform2D)
        1    0.000    0.000    0.000    0.000 effect.py:243(OuterShadow)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 line_chart.py:89(LineChart3D)
       17    0.000    0.000    0.000    0.000 _decorators.py:206(_format_argument_list)
       16    0.000    0.000    0.000    0.000 book.py:1086(handle_supbook)
        1    0.000    0.000    0.000    0.000 table.py:628(FieldItem)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:781(create_module)
       45    0.000    0.000    0.000    0.000 _reader.py:254(parse_column_dimensions)
       38    0.000    0.000    0.000    0.000 common.py:150(ensure_python_int)
        1    0.000    0.000    0.000    0.000 cache.py:786(CacheField)
       77    0.000    0.000    0.000    0.000 parsers.py:3622(_get_na_values)
        1    0.000    0.000    0.000    0.000 cache.py:329(PCDKPI)
        3    0.000    0.000    0.000    0.000 contextlib.py:215(contextmanager)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.000    0.000 geometry.py:105(GroupTransform2D)
       17    0.000    0.000    0.000    0.000 parsers.py:1391(_validate_parse_dates_arg)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:258(__subclasshook__)
        1    0.000    0.000    0.000    0.000 properties.py:64(__init__)
        1    0.000    0.000    0.000    0.000 table.py:315(Reference)
       16    0.000    0.000    0.000    0.000 compdoc.py:334(_dir_search)
        1    0.000    0.000    0.000    0.000 cache.py:657(RangePr)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
        1    0.000    0.000    0.000    0.000 protection.py:75(__init__)
       25    0.000    0.000    0.000    0.000 shape_base.py:219(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 cache.py:717(SharedItems)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2355(all)
       40    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 bubble_chart.py:25(BubbleChart)
        1    0.000    0.000    0.000    0.000 picture.py:12(PictureOptions)
       17    0.000    0.000    0.000    0.000 parsers.py:3382(_process_date_conversion)
       34    0.000    0.000    0.000    0.000 common.py:88(validate_header_arg)
        1    0.000    0.000    0.000    0.000 trendline.py:53(Trendline)
        1    0.000    0.000    0.000    0.000 effect.py:319(ReflectionEffect)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
        1    0.000    0.000    0.000    0.000 author.py:4(<module>)
        1    0.000    0.000    0.000    0.000 properties.py:82(CalcProperties)
       36    0.000    0.000    0.000    0.000 _collections_abc.py:74(_check_methods)
        2    0.000    0.000    0.000    0.000 _reader.py:87(__init__)
        1    0.000    0.000    0.000    0.000 external_reference.py:3(<module>)
        1    0.000    0.000    0.000    0.000 protection.py:13(ChartsheetProtection)
       16    0.000    0.000    0.000    0.000 book.py:655(initialise_format_info)
        5    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
       30    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 filters.py:204(DateGroupItem)
        1    0.000    0.000    0.000    0.000 fields.py:161(Error)
        1    0.000    0.000    0.000    0.000 workbook.py:130(__init__)
        1    0.000    0.000    0.000    0.000 fields.py:108(Number)
       34    0.000    0.000    0.000    0.000 base.py:4291(<genexpr>)
        4    0.000    0.000    0.000    0.000 base.py:2843(_convert_can_do_setop)
        1    0.000    0.000    0.000    0.000 updown_bars.py:12(UpDownBars)
       48    0.000    0.000    0.000    0.000 base.py:245(__set__)
       59    0.000    0.000    0.000    0.000 managers.py:233(_is_single_block)
        1    0.000    0.000    0.000    0.000 drawing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 plotarea.py:74(PlotArea)
        1    0.000    0.000    0.000    0.000 fields.py:243(Text)
        1    0.000    0.000    0.000    0.000 properties.py:40(__init__)
        1    0.000    0.000    0.000    0.000 text.py:56(Hyperlink)
       48    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 dimensions.py:260(__init__)
        1    0.000    0.000    0.000    0.000 worksheet.py:59(Worksheet)
        1    0.000    0.000    0.000    0.000 radar_chart.py:22(RadarChart)
        1    0.000    0.000    0.000    0.000 __init__.py:2022(getLogger)
        1    0.000    0.000    0.000    0.000 text.py:428(ListStyle)
        1    0.000    0.000    0.000    0.000 properties.py:130(FileVersion)
        1    0.000    0.000    0.000    0.000 properties.py:42(GroupLocking)
       25    0.000    0.000    0.000    0.000 managers.py:1931(<listcomp>)
        1    0.000    0.000    0.000    0.000 publish.py:13(WebPublishItem)
        1    0.000    0.000    0.000    0.000 bar_chart.py:101(BarChart3D)
        1    0.000    0.000    0.000    0.000 fill.py:98(StretchInfoProperties)
      102    0.000    0.000    0.000    0.000 managers.py:1689(<genexpr>)
       52    0.000    0.000    0.000    0.000 fills.py:59(<listcomp>)
       51    0.000    0.000    0.000    0.000 groupby.py:2710(<genexpr>)
       26    0.000    0.000    0.000    0.000 colors.py:105(__iter__)
        8    0.000    0.000    0.000    0.000 _validators.py:218(validate_axis_style_args)
        1    0.000    0.000    0.000    0.000 line_chart.py:21(_LineChartBase)
        1    0.000    0.000    0.000    0.000 picture.py:24(PictureLocking)
        1    0.000    0.000    0.000    0.000 web.py:63(WebPublishing)
       34    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        9    0.000    0.000    0.000    0.000 cast.py:780(maybe_infer_dtype_type)
        1    0.000    0.000    0.000    0.000 Image.py:3249(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 reference.py:27(Reference)
       12    0.000    0.000    0.000    0.000 nested.py:42(to_tree)
        1    0.000    0.000    0.000    0.000 _3d.py:15(View3D)
        6    0.000    0.000    0.000    0.000 common.py:111(ensure_int_or_float)
       95    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 line_chart.py:50(LineChart)
        1    0.000    0.000    0.000    0.000 scatter_chart.py:21(ScatterChart)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(broadcast_to)
        1    0.000    0.000    0.000    0.000 borders.py:56(Border)
        1    0.000    0.000    0.000    0.000 fill.py:40(PatternFillProperties)
        1    0.000    0.000    0.000    0.000 properties.py:44(WorksheetProperties)
        1    0.000    0.000    0.000    0.000 rule.py:39(FormatObject)
        3    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 legend.py:44(Legend)
        2    0.000    0.000    0.000    0.000 relationship.py:110(get_rels_path)
        1    0.000    0.000    0.000    0.000 geometry.py:198(LightRig)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:495(close)
        1    0.000    0.000    0.000    0.000 colors.py:67(Color)
        1    0.000    0.000    0.000    0.000 views.py:17(Pane)
       17    0.000    0.000    0.000    0.000 parsers.py:2848(<listcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(getLogger)
       20    0.000    0.000    0.000    0.000 managers.py:1861(_shape_compat)
        1    0.000    0.000    0.000    0.000 table.py:18(TableStyleElement)
        1    0.000    0.000    0.000    0.000 axis.py:307(DateAxis)
        4    0.000    0.000    0.000    0.000 blocks.py:1925(_can_hold_element)
        1    0.000    0.000    0.000    0.000 formatting.py:19(ConditionalFormatting)
       19    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        5    0.000    0.000    0.000    0.000 api.py:95(_get_distinct_objs)
        1    0.000    0.000    0.000    0.000 stylesheet.py:36(Stylesheet)
        1    0.000    0.000    0.000    0.000 fill.py:182(GradientFillProperties)
        1    0.000    0.000    0.000    0.000 stock_chart.py:18(StockChart)
        1    0.000    0.000    0.000    0.000 line.py:36(LineEndProperties)
        1    0.000    0.000    0.000    0.000 marker.py:55(DataPoint)
        1    0.000    0.000    0.000    0.000 table.py:262(PivotHierarchy)
      200    0.000    0.000    0.000    0.000 parsers.py:2325(<genexpr>)
      179    0.000    0.000    0.000    0.000 _collections_abc.py:405(__subclasshook__)
        1    0.000    0.000    0.000    0.000 header_footer.py:214(HeaderFooter)
        1    0.000    0.000    0.000    0.000 named_styles.py:198(_NamedCellStyle)
        1    0.000    0.000    0.000    0.000 dimensions.py:121(ColumnDimension)
        1    0.000    0.000    0.000    0.000 geometry.py:357(Path2D)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 effect.py:378(EffectList)
        2    0.000    0.000    0.000    0.000 ElementTree.py:1305(_close_and_return_root)
        1    0.000    0.000    0.000    0.000 filters.py:261(FilterColumn)
        1    0.000    0.000    0.000    0.000 axis.py:254(TextAxis)
        1    0.000    0.000    0.000    0.000 marker.py:28(Marker)
        5    0.000    0.000    0.000    0.000 relationship.py:36(__init__)
        6    0.000    0.000    0.000    0.000 blocks.py:2766(_block_shape)
        8    0.000    0.000    0.000    0.000 __init__.py:111(_maybe_match_name)
        1    0.000    0.000    0.000    0.000 fill.py:358(TileInfoProperties)
       34    0.000    0.000    0.000    0.000 version.py:314(<listcomp>)
        1    0.000    0.000    0.000    0.000 pivot.py:37(PivotFormat)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:366(broadcast_to)
        1    0.000    0.000    0.000    0.000 trendline.py:23(TrendlineLabel)
        1    0.000    0.000    0.000    0.000 differential.py:23(DifferentialStyle)
        1    0.000    0.000    0.000    0.000 relationship.py:23(Relationship)
        1    0.000    0.000    0.000    0.000 properties.py:12(ChartsheetProperties)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
        5    0.000    0.000    0.000    0.000 api.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 connector.py:114(Shape)
       77    0.000    0.000    0.000    0.000 common.py:481(f)
        1    0.000    0.000    0.000    0.000 bar_chart.py:64(BarChart)
       23    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 workbook.py:423(close)
        1    0.000    0.000    0.000    0.000 filters.py:55(SortState)
        7    0.000    0.000    0.000    0.000 concat.py:139(<listcomp>)
        1    0.000    0.000    0.000    0.000 protection.py:136(FileSharing)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:682(__contains__)
       17    0.000    0.000    0.000    0.000 inference.py:96(is_file_like)
        1    0.000    0.000    0.000    0.000 properties.py:20(GroupShapeProperties)
        4    0.000    0.000    0.000    0.000 ops.py:318(<listcomp>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:339(_broadcast_to)
        1    0.000    0.000    0.000    0.000 axis.py:192(NumericAxis)
       12    0.000    0.000    0.000    0.000 manifest.py:69(__init__)
       71    0.000    0.000    0.000    0.000 frame.py:421(_constructor)
        1    0.000    0.000    0.000    0.000 bar_chart.py:33(_BarChartBase)
        1    0.000    0.000    0.000    0.000 external.py:29(ExternalCell)
        1    0.000    0.000    0.000    0.000 table.py:511(DataField)
        1    0.000    0.000    0.000    0.000 comment_sheet.py:145(CommentSheet)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 fill.py:383(BlipFillProperties)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:81(_AnchorBase)
        1    0.000    0.000    0.000    0.000 colors.py:158(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       56    0.000    0.000    0.000    0.000 blocks.py:311(shape)
        1    0.000    0.000    0.000    0.000 text.py:587(PresetTextShape)
        1    0.000    0.000    0.000    0.000 bound_dictionary.py:3(<module>)
        5    0.000    0.000    0.000    0.000 concat.py:567(<listcomp>)
        1    0.000    0.000    0.000    0.000 pie_chart.py:89(DoughnutChart)
        1    0.000    0.000    0.000    0.000 dimensions.py:246(SheetFormatProperties)
        2    0.000    0.000    0.000    0.000 datetime.py:39(from_ISO8601)
        1    0.000    0.000    0.000    0.000 fill.py:86(__init__)
        1    0.000    0.000    0.000    0.000 hyperlink.py:9(Hyperlink)
        1    0.000    0.000    0.000    0.000 area_chart.py:27(_AreaChartBase)
       22    0.000    0.000    0.000    0.000 six.py:184(find_module)
       13    0.000    0.000    0.000    0.000 zipfile.py:343(__init__)
        1    0.000    0.000    0.000    0.000 geometry.py:471(CustomGeometry2D)
        1    0.000    0.000    0.000    0.000 colors.py:192(HSLColor)
       11    0.000    0.000    0.000    0.000 zipfile.py:1925(_fpclose)
        1    0.000    0.000    0.000    0.000 text.py:27(PhoneticProperties)
        7    0.000    0.000    0.000    0.000 base.py:1193(_validate_names)
        8    0.000    0.000    0.000    0.000 common.py:211(count_not_none)
        1    0.000    0.000    0.000    0.000 proxy.py:8(StyleProxy)
        1    0.000    0.000    0.000    0.000 filters.py:121(DynamicFilter)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(<module>)
        9    0.000    0.000    0.000    0.000 sorting.py:56(_int64_cut_off)
        5    0.000    0.000    0.000    0.000 os.py:754(encode)
        1    0.000    0.000    0.000    0.000 graphic.py:41(GraphicFrameLocking)
